neuromere,bodyId,group_var,major_class,subclass_level1,morphology_cluster,morphology_cluster_id,legacy_tag,type,instance,class,subclass,hemilineage,somaNeuromere,somaSide,rootSide,longTract,birthtime
T2L,14358,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B071,IN04B071_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,15085,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B011,IN04B011_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,early secondary
T2L,17182,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B011,IN04B011_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,early secondary
T2L,18525,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B026,IN04B026_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,19960,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B049,IN04B049_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,20454,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B071,IN04B071_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,20716,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B071,IN04B071_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,28247,ir_2_04B_2_ids,IR,2,2,IR_2_2,20A,IN04B011,IN04B011_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,early secondary
T2L,17938,ir_2_04B_3_ids,IR,2,3,IR_2_3,20A,IN04B099,IN04B099_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,18857,ir_2_04B_3_ids,IR,2,3,IR_2_3,20A,IN04B078,IN04B078_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,19523,ir_2_04B_3_ids,IR,2,3,IR_2_3,20A,IN04B087,IN04B087_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,152363,ir_2_04B_3_ids,IR,2,3,IR_2_3,20A,IN04B078,IN04B078_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,153351,ir_2_04B_3_ids,IR,2,3,IR_2_3,20A,IN04B078,IN04B078_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,17417,ir_2_04B_4_ids,IR,2,4,IR_2_4,20A,IN04B100,IN04B100_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,17680,ir_2_04B_4_ids,IR,2,4,IR_2_4,20A,IN04B061,IN04B061_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,18506,ir_2_04B_4_ids,IR,2,4,IR_2_4,20A,IN04B049,IN04B049_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,18946,ir_2_04B_4_ids,IR,2,4,IR_2_4,20A,IN04B100,IN04B100_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,22014,ir_2_04B_5_ids,IR,2,5,IR_2_5,20A,IN04B100,IN04B100_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,22488,ir_2_04B_5_ids,IR,2,5,IR_2_5,20A,IN04B084,IN04B084_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,early secondary
T2L,18769,ir_2_04B_6_ids,IR,2,6,IR_2_6,20A,IN04B084,IN04B084_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,19126,ir_2_04B_6_ids,IR,2,6,IR_2_6,20A,IN04B090,IN04B090_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,19499,ir_2_04B_6_ids,IR,2,6,IR_2_6,20A,IN04B084,IN04B084_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,20926,ir_2_04B_6_ids,IR,2,6,IR_2_6,20A,IN04B090,IN04B090_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,early secondary
T2L,15986,ir_2_04B_7_ids,IR,2,7,IR_2_7,20A,IN04B025,IN04B025_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,26083,ir_2_04B_7_ids,IR,2,7,IR_2_7,20A,IN04B108,IN04B108_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,29104,ir_2_04B_7_ids,IR,2,7,IR_2_7,20A,IN04B102,IN04B102_T2_L,intrinsic neuron,IR,04B,T2,LHS,,,secondary
T2L,12588,br_ids,BR,1,1,BR_1_1,,IN04B008,IN04B008_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,primary
T2L,13000,br_ids,BR,1,1,BR_1_1,,IN04B017,IN04B017_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,13841,br_ids,BR,1,1,BR_1_1,,IN04B040,IN04B040_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,13886,br_ids,BR,1,1,BR_1_1,,IN04B012,IN04B012_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,14266,br_ids,BR,1,1,BR_1_1,,IN04B017,IN04B017_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,14608,br_ids,BR,1,1,BR_1_1,,IN04B012,IN04B012_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,14754,br_ids,BR,1,1,BR_1_1,,IN04B017,IN04B017_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,14780,br_ids,BR,1,1,BR_1_1,,IN04B018,IN04B018_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,15568,br_ids,BR,1,1,BR_1_1,,IN04B018,IN04B018_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,15693,br_ids,BR,1,1,BR_1_1,,IN04B036,IN04B036_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,early secondary
T2L,15785,br_ids,BR,1,1,BR_1_1,,IN04B016,IN04B016_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,16205,br_ids,BR,1,1,BR_1_1,,IN04B036,IN04B036_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,early secondary
T2L,16902,br_ids,BR,1,1,BR_1_1,,IN04B035,IN04B035_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,17081,br_ids,BR,1,1,BR_1_1,,IN04B057,IN04B057_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,17393,br_ids,BR,1,1,BR_1_1,,IN04B033,IN04B033_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,17738,br_ids,BR,1,1,BR_1_1,,IN04B036,IN04B036_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,early secondary
T2L,17866,br_ids,BR,1,1,BR_1_1,,IN04B056,IN04B056_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,17895,br_ids,BR,1,1,BR_1_1,,IN04B033,IN04B033_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,18064,br_ids,BR,1,1,BR_1_1,,IN04B046,IN04B046_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,18563,br_ids,BR,1,1,BR_1_1,,IN04B077,IN04B077_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,18865,br_ids,BR,1,1,BR_1_1,,IN04B057,IN04B057_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,18974,br_ids,BR,1,1,BR_1_1,,IN04B046,IN04B046_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,18982,br_ids,BR,1,1,BR_1_1,,IN04B077,IN04B077_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,21036,br_ids,BR,1,1,BR_1_1,,IN04B077,IN04B077_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,23209,br_ids,BR,1,1,BR_1_1,,IN04B018,IN04B018_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,secondary
T2L,31925,br_ids,BR,1,1,BR_1_1,,IN04B036,IN04B036_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,early secondary
T2L,101031,br_ids,BR,1,1,BR_1_1,,IN04B036,IN04B036_T2_L,intrinsic neuron,BR,04B,T2,LHS,,,early secondary
T2L,17117,bi_ids,BI,1,1,BI_1_1,,IN04B030,IN04B030_T2_L,intrinsic neuron,BI,04B,T2,LHS,,,secondary
T2L,19836,bi_ids,BI,1,1,BI_1_1,,IN04B030,IN04B030_T2_L,intrinsic neuron,BI,04B,T2,LHS,,,secondary
T2L,101030,bi_ids,BI,1,1,BI_1_1,,IN04B016,IN04B016_T2_L,intrinsic neuron,BI,04B,T2,LHS,,,secondary
T2L,10211,ia_ids,IA,1,1,IA_1_1,,AN04B001,AN04B001_T2_L,ascending neuron,IA,04B,T2,LHS,LHS,DLV,early secondary
T2L,11208,ia_ids,IA,1,1,IA_1_1,,AN04B003,AN04B003_T2_L,ascending neuron,IA,04B,T2,LHS,LHS,MDA,primary
T2L,14013,ia_ids,IA,1,1,IA_1_1,,AN04B023,AN04B023_T2_L,ascending neuron,IA,04B,T2,LHS,LHS,VLT,early secondary
T2L,12075,ii_ids,II,1,1,II_1_1,,IN04B006,IN04B006_T2_L,intrinsic neuron,II,04B,T2,LHS,,,primary
T2L,12169,ii_ids,II,1,1,II_1_1,,IN04B006,IN04B006_T2_L,intrinsic neuron,II,04B,T2,LHS,,,primary
T2L,17233,ii_ids,II,1,1,II_1_1,,IN04B055,IN04B055_T2_L,intrinsic neuron,II,04B,T2,LHS,,,secondary
T2L,17918,ii_ids,II,1,1,II_1_1,,IN04B058,IN04B058_T2_L,intrinsic neuron,II,04B,T2,LHS,,,secondary
